marca,modelo,version,url_modelo
Tesla,Model 3,RWD 64 kWh,https://www.tesla.com/es_cl/model3
Tesla,Model 3,Long Range AWD 78.1 kWh,https://www.tesla.com/es_cl/model3
Tesla,Model 3,Performance AWD 78.1 kWh,https://www.tesla.com/es_cl/model3
Tesla,Model Y,Long Range AWD 78.1 kWh,https://www.tesla.com/es_cl/modely
Tesla,Model Y,RWD 64 kWh,https://www.tesla.com/es_cl/modely
