automotora,marca,modelo,version,url_modelo
Kovacs Motors,Toyota,Corolla,XEI HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Toyota%20Corolla.pdf
Kovacs Motors,Toyota,RAV4,Limited HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Toyota%20RAV4.pdf
Kovacs Motors,Chevrolet,Spark,EV 42 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Chevrolet%20Spark%20Ficha.pdf
Kovacs Motors,Chevrolet,Bolt,EV LT 65 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Chevrolet%20Bolt%20EV%20LT%2065%20kWh.pdf
Kovacs Motors,Chevrolet,Equinox,EV LTZ 85 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Chevrolet%Equinox%EV%LTZ%85%kWh.pdf
Kovacs Motors,Chevrolet,Blazer,EV RS 102 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Chevrolet%20Blazer%20EV%20RS%20102%20kWh.pdf
Lander Leguina,Citroën,C5,Aircross PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Citroën%20C5%20Aircross%20PHEV.pdf
Lander Leguina,Citroën,C4,Max MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Citroën%20C4.pdf
Lander Leguina,Citroën,C4,Plus MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Citroën%20C4.pdf
Larrain & Valdes,DFSK,600,ELITE PRO PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/DFSK%20600.pdf
Larrain & Valdes,DFSK,600,ELITE PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/DFSK%20600.pdf
Larrain & Valdes,DFSK,SERES #3,53 kWh,https://storage.cloud.google.com/autovolt-images/fichas_tecnicas/DFSK%20Seres%20%233.pdf
Larrain & Valdes,Subaru,Forester,Limited HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Subaru%20Forester.pdf
Larrain & Valdes,Subaru,Crosstrek,Touring ES HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Subaru%20Crosstrek.pdf
Larrain & Valdes,Subaru,Forester,Dynamic HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Subaru%20Forester.pdf
Larrain & Valdes,DFSK,600,ELITE PRO PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/DFSK%20600.pdf
Larrain & Valdes,DFSK,600,ELITE PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/DFSK%20600.pdf
Larrain & Valdes,DFSK,SERES #3,53 kWh,https://storage.cloud.google.com/autovolt-images/fichas_tecnicas/DFSK%20Seres%20%233.pdf
Larrain & Valdes,Subaru,Forester,Limited HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Subaru%20Forester.pdf
Larrain & Valdes,Subaru,Crosstrek,Touring ES HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Subaru%20Crosstrek.pdf
Larrain & Valdes,Subaru,Forester,Dynamic HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Subaru%20Forester.pdf
Larrain & Valdes,DFSK,600,ELITE PRO PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/DFSK%20600.pdf
Larrain & Valdes,DFSK,600,ELITE PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/DFSK%20600.pdf
Larrain & Valdes,DFSK,SERES #3,53 kWh,https://storage.cloud.google.com/autovolt-images/fichas_tecnicas/DFSK%20Seres%20%233.pdf
Larrain & Valdes,Subaru,Forester,Limited HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Subaru%20Forester.pdf
Larrain & Valdes,Subaru,Crosstrek,Touring ES HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Subaru%20Crosstrek.pdf
Larrain & Valdes,Subaru,Forester,Dynamic HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Subaru%20Forester.pdf
Lira Larraín,Hyundai,Kona,Value 48 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Hyundai%20KONA%20BEV.pdf
Lira Larraín,Hyundai,Tucson,NX4 Design HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/ficha-tecnica-tucson-hev-21.5x28-cm-2.pdf
Lira Larraín,Hyundai,Tucson,NX4 Plus HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/ficha-tecnica-tucson-hev-21.5x28-cm-2.pdf
Lira Larraín,Hyundai,IONIQ 5,Limited AWD 72.6 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Hyundai%20IONIQ%205.pdf
Lira Larraín,Hyundai,IONIQ 5,Limited 72.6 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Hyundai%20IONIQ%205.pdf
Lira Larraín,Hyundai,Inster,Design LR 49 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Hyundai%20Inster.pdf
Lira Larraín,Hyundai,Kona,Plus HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Hyundai%20Kona%20HEV.pdf
Lira Larraín,Hyundai,Inster,Plus 42 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Hyundai%20Inster.pdf
Lira Larraín,Hyundai,Santa Fe,Limited HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Hyundai-Santa-Fe-Hybrid-ficha-tecnica.pdf
Lira Larraín,Hyundai,Santa Fe,Premium HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Hyundai-Santa-Fe-Hybrid-ficha-tecnica.pdf
Lira Larraín,Hyundai,Tucson,NX4 Limited HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/ficha-tecnica-tucson-hev-21.5x28-cm-2.pdf
Lira Larraín,Hyundai,IONIQ 5,Premium 72.6 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Hyundai%20IONIQ%205.pdf
Lira Larraín,Hyundai,Kona,Design HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Hyundai%20Kona%20HEV.pdf
Lira Larraín,Hyundai,Kona,Premium 48 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Hyundai%20KONA%20BEV.pdf
Lira Larraín,Peugeot,308,Allure MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ficha%20Te%CC%81cnica%20308.pdf
Lira Larraín,Peugeot,2008,Allure MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Peugeot%202008.pdf
Lira Larraín,Peugeot,208,Allure MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Peugeot%20208%20MHEV.pdf
Lira Larraín,Peugeot,2008,Style MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Peugeot%202008.pdf
Lira Larraín,Peugeot,5008,GT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Peugeot%205008.pdf
Lira Larraín,Peugeot,3008,GT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Peugeot%203008.pdf
Lira Larraín,Peugeot,308,GT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ficha%20Te%CC%81cnica%20308.pdf
Lira Larraín,Peugeot,2008,GT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Peugeot%202008.pdf
Lira Larraín,Peugeot,3008,Allure MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Peugeot%203008.pdf
Lira Larraín,Peugeot,e-208,54 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Peugeot%20208%20BEV.pdf
Lira Larraín,Peugeot,e-2008,50 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Peugeot%202008%20BEV.pdf
Lira Larraín,Peugeot,3008,Premiere MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Peugeot%203008.pdf
Lira Larraín,Peugeot,5008,Allure MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Peugeot%205008.pdf
Lira Larraín,Hyundai,Kona,Value 48 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Hyundai%20KONA%20BEV.pdf
Lira Larraín,Hyundai,Tucson,NX4 Design HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/ficha-tecnica-tucson-hev-21.5x28-cm-2.pdf
Lira Larraín,Hyundai,Tucson,NX4 Plus HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/ficha-tecnica-tucson-hev-21.5x28-cm-2.pdf
Lira Larraín,Hyundai,IONIQ 5,Limited AWD 72.6 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Hyundai%20IONIQ%205.pdf
Lira Larraín,Hyundai,IONIQ 5,Limited 72.6 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Hyundai%20IONIQ%205.pdf
Lira Larraín,Hyundai,Inster,Design LR 49 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Hyundai%20Inster.pdf
Lira Larraín,Hyundai,Kona,Plus HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Hyundai%20Kona%20HEV.pdf
Lira Larraín,Hyundai,Inster,Plus 42 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Hyundai%20Inster.pdf
Lira Larraín,Hyundai,Santa Fe,Limited HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Hyundai-Santa-Fe-Hybrid-ficha-tecnica.pdf
Lira Larraín,Hyundai,Santa Fe,Premium HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Hyundai-Santa-Fe-Hybrid-ficha-tecnica.pdf
Lira Larraín,Hyundai,Tucson,NX4 Limited HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/ficha-tecnica-tucson-hev-21.5x28-cm-2.pdf
Lira Larraín,Hyundai,IONIQ 5,Premium 72.6 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Hyundai%20IONIQ%205.pdf
Lira Larraín,Hyundai,Kona,Design HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Hyundai%20Kona%20HEV.pdf
Lira Larraín,Hyundai,Kona,Premium 48 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Hyundai%20KONA%20BEV.pdf
Lira Larraín,Peugeot,308,Allure MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ficha%20Te%CC%81cnica%20308.pdf
Lira Larraín,Peugeot,2008,Allure MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Peugeot%202008.pdf
Lira Larraín,Peugeot,208,Allure MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Peugeot%20208%20MHEV.pdf
Lira Larraín,Peugeot,2008,Style MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Peugeot%202008.pdf
Lira Larraín,Peugeot,5008,GT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Peugeot%205008.pdf
Lira Larraín,Peugeot,3008,GT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Peugeot%203008.pdf
Lira Larraín,Peugeot,308,GT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ficha%20Te%CC%81cnica%20308.pdf
Lira Larraín,Peugeot,2008,GT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Peugeot%202008.pdf
Lira Larraín,Peugeot,3008,Allure MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Peugeot%203008.pdf
Lira Larraín,Peugeot,e-208,54 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Peugeot%20208%20BEV.pdf
Lira Larraín,Peugeot,e-2008,50 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Peugeot%202008%20BEV.pdf
Lira Larraín,Peugeot,3008,Premiere MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Peugeot%203008.pdf
Lira Larraín,Peugeot,5008,Allure MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Peugeot%205008.pdf
Mach,DFSK,600,ELITE PRO PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/DFSK%20600.pdf
Mach,DFSK,600,ELITE PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/DFSK%20600.pdf
Mach,DFSK,SERES #3,53 kWh,https://storage.cloud.google.com/autovolt-images/fichas_tecnicas/DFSK%20Seres%20%233.pdf
Mach,Dongfeng,E70,47.5 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Dongfeng%20E70.pdf
Mach,Dongfeng,S50,EVE 56 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Dongfeng%20S50.pdf
Mach,Dongfeng,T5,EVO HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Dongfeng%20T5.pdf
Mach,Subaru,Forester,Limited HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Subaru%20Forester.pdf
Mach,Subaru,Crosstrek,Touring ES HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Subaru%20Crosstrek.pdf
Mach,Subaru,Forester,Dynamic HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Subaru%20Forester.pdf
Mach,Geely,EX5,Max 60 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Geely%20EX5.pdf
Mach,Geely,EX5,Pro 60 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Geely%20EX5.pdf
Mach,Lynk&Co,8,Halo PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ficha%20Tecnica%20Lynk%2008.pdf
Mach,Lynk&Co,9,Halo MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ficha%20Tecnica%20Lynk%2009.pdf
Mach,Lynk&Co,8,Pro PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ficha%20Tecnica%20Lynk%2008.pdf
Mach,DFSK,600,ELITE PRO PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/DFSK%20600.pdf
Mach,DFSK,600,ELITE PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/DFSK%20600.pdf
Mach,DFSK,SERES #3,53 kWh,https://storage.cloud.google.com/autovolt-images/fichas_tecnicas/DFSK%20Seres%20%233.pdf
Mach,Dongfeng,E70,47.5 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Dongfeng%20E70.pdf
Mach,Dongfeng,S50,EVE 56 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Dongfeng%20S50.pdf
Mach,Dongfeng,T5,EVO HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Dongfeng%20T5.pdf
Mach,Subaru,Forester,Limited HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Subaru%20Forester.pdf
Mach,Subaru,Crosstrek,Touring ES HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Subaru%20Crosstrek.pdf
Mach,Subaru,Forester,Dynamic HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Subaru%20Forester.pdf
Mach,Geely,EX5,Max 60 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Geely%20EX5.pdf
Mach,Geely,EX5,Pro 60 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Geely%20EX5.pdf
Mach,Lynk&Co,8,Halo PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ficha%20Tecnica%20Lynk%2008.pdf
Mach,Lynk&Co,9,Halo MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ficha%20Tecnica%20Lynk%2009.pdf
Mach,Lynk&Co,8,Pro PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ficha%20Tecnica%20Lynk%2008.pdf
Mach,Volvo,EX30,Plus 69 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Volvo%20EX30.pdf
Mach,Volvo,XC90,Plus MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Volvo%20XC90.pdf
Mach,Volvo,EX30,Ultra 69 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Volvo%20EX30.pdf
Mach,Volvo,EX30,Core 51 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Volvo%20EX30.pdf
Mach,Volvo,XC60,Polestar Engineered PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Volvo%20XC60.pdf
Mach,Volvo,XC60,Recharge Plus PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Volvo%20XC60.pdf
Mach,Volvo,EX90,Ultra Performance 111 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Volvo%20EX90.pdf
Mach,Volvo,EX90,Plus 111 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Volvo%20EX90.pdf
Mach,Volvo,XC90,Recharge Ultimate PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Volvo%20XC90.pdf
Mach,Volvo,EC40,Single Motor 69 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Volvo%20EC40.pdf
Mach,Volvo,EC40,Twin Motor 78 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Volvo%20EC40.pdf
Mach,Volvo,EX40,Single Motor 69 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Volvo%20EX40.pdf
Mach,Volvo,EX40,Twin Motor 78 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Volvo%20EX40.pdf
Mach,Volvo,XC60,Plus MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Volvo%20XC60.pdf
Mach,Volvo,XC60,Recharge Ultimate PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Volvo%20XC60.pdf
Mach,Volvo,XC90,Recharge Plus PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Volvo%20XC90.pdf
Mach,Lynk&Co,8,Halo PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ficha%20Tecnica%20Lynk%2008.pdf
Mach,Lynk&Co,9,Halo MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ficha%20Tecnica%20Lynk%2009.pdf
Mach,Lynk&Co,8,Pro PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ficha%20Tecnica%20Lynk%2008.pdf
Mach,DFSK,600,ELITE PRO PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/DFSK%20600.pdf
Mach,DFSK,600,ELITE PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/DFSK%20600.pdf
Mach,DFSK,SERES #3,53 kWh,https://storage.cloud.google.com/autovolt-images/fichas_tecnicas/DFSK%20Seres%20%233.pdf
Mach,Dongfeng,E70,47.5 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Dongfeng%20E70.pdf
Mach,Dongfeng,S50,EVE 56 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Dongfeng%20S50.pdf
Mach,Dongfeng,T5,EVO HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Dongfeng%20T5.pdf
Mach,Subaru,Forester,Limited HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Subaru%20Forester.pdf
Mach,Subaru,Crosstrek,Touring ES HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Subaru%20Crosstrek.pdf
Mach,Subaru,Forester,Dynamic HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Subaru%20Forester.pdf
Mach,Geely,EX5,Max 60 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Geely%20EX5.pdf
Mach,Geely,EX5,Pro 60 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Geely%20EX5.pdf
Mach,Lynk&Co,8,Halo PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ficha%20Tecnica%20Lynk%2008.pdf
Mach,Lynk&Co,9,Halo MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ficha%20Tecnica%20Lynk%2009.pdf
Mach,Lynk&Co,8,Pro PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ficha%20Tecnica%20Lynk%2008.pdf
Mach,DFSK,600,ELITE PRO PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/DFSK%20600.pdf
Mach,DFSK,600,ELITE PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/DFSK%20600.pdf
Mach,DFSK,SERES #3,53 kWh,https://storage.cloud.google.com/autovolt-images/fichas_tecnicas/DFSK%20Seres%20%233.pdf
Mach,Dongfeng,E70,47.5 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Dongfeng%20E70.pdf
Mach,Dongfeng,S50,EVE 56 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Dongfeng%20S50.pdf
Mach,Dongfeng,T5,EVO HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Dongfeng%20T5.pdf
Mach,Subaru,Forester,Limited HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Subaru%20Forester.pdf
Mach,Subaru,Crosstrek,Touring ES HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Subaru%20Crosstrek.pdf
Mach,Subaru,Forester,Dynamic HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Subaru%20Forester.pdf
Mach,Geely,EX5,Max 60 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Geely%20EX5.pdf
Mach,Geely,EX5,Pro 60 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Geely%20EX5.pdf
Mach,Lynk&Co,8,Halo PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ficha%20Tecnica%20Lynk%2008.pdf
Mach,Lynk&Co,9,Halo MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ficha%20Tecnica%20Lynk%2009.pdf
Mach,Lynk&Co,8,Pro PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ficha%20Tecnica%20Lynk%2008.pdf
Mach,DFSK,600,ELITE PRO PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/DFSK%20600.pdf
Mach,DFSK,600,ELITE PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/DFSK%20600.pdf
Mach,DFSK,SERES #3,53 kWh,https://storage.cloud.google.com/autovolt-images/fichas_tecnicas/DFSK%20Seres%20%233.pdf
Mach,Dongfeng,E70,47.5 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Dongfeng%20E70.pdf
Mach,Dongfeng,S50,EVE 56 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Dongfeng%20S50.pdf
Mach,Dongfeng,T5,EVO HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Dongfeng%20T5.pdf
Mach,Subaru,Forester,Limited HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Subaru%20Forester.pdf
Mach,Subaru,Crosstrek,Touring ES HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Subaru%20Crosstrek.pdf
Mach,Subaru,Forester,Dynamic HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Subaru%20Forester.pdf
Mach,Geely,EX5,Max 60 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Geely%20EX5.pdf
Mach,Geely,EX5,Pro 60 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Geely%20EX5.pdf
Mach,Lynk&Co,8,Halo PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ficha%20Tecnica%20Lynk%2008.pdf
Mach,Lynk&Co,9,Halo MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ficha%20Tecnica%20Lynk%2009.pdf
Mach,Lynk&Co,8,Pro PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ficha%20Tecnica%20Lynk%2008.pdf
Maritano Ebensperger,Omoda,E5,60 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Omoda%20E5.pdf
Maritano Ebensperger,Honda,CR-V,Advance Hybrid HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Honda%20CR-V.pdf
Maritano Ebensperger,Citroën,C5,Aircross PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Citroën%20C5%20Aircross%20PHEV.pdf
Maritano Ebensperger,Citroën,C4,Max MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Citroën%20C4.pdf
Maritano Ebensperger,Citroën,C4,Plus MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Citroën%20C4.pdf
Maritano Ebensperger,Jaecoo,J6,PATAGONIA 70 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Jaecoo%20J6.pdf
Maritano Ebensperger,Jaecoo,J7,SHS PATAGONIA PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Jaecoo%20J7%20SHS.pdf
Maritano Ebensperger,Jaecoo,J6,ANDES 66 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Jaecoo%20J6.pdf
Maritano Ebensperger,Jaecoo,J7,SHS ANDES PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Jaecoo%20J7%20SHS.pdf
Maritano Ebensperger,Toyota,Corolla,SEG HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Toyota%20Corolla.pdf
Maritano Ebensperger,Toyota,RAV4,XSE HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Toyota%20RAV4.pdf
Maritano Ebensperger,Toyota,Corolla Cross,SEG HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Toyota%20Corolla%20Cross.pdf
Maritano Ebensperger,Toyota,Corolla,XLI HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Toyota%20Corolla.pdf
Maritano Ebensperger,Toyota,RAV4,XLE HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Toyota%20RAV4.pdf
Maritano Ebensperger,Toyota,Yaris,Cross HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Toyota%20Yaris.pdf
Maritano Ebensperger,Toyota,Corolla Cross,XEI HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Toyota%20Corolla%20Cross.pdf
Maritano Ebensperger,Toyota,Corolla,XEI HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Toyota%20Corolla.pdf
Maritano Ebensperger,Toyota,RAV4,Limited HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Toyota%20RAV4.pdf
Maritano Ebensperger,Maxus,T90,88.5 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Maxus%20T90.pdf
Maritano Ebensperger,Maxus,Euniq 6,70 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Maxus%20Euniq%206.pdf
Maritano Ebensperger,Maxus,MIFA,9 90 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Maxus%20MIFA.pdf
Maritano Ebensperger,Jetour,T2,Limited PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Jetour%20T2%20PHEV.pdf
Maritano Ebensperger,Omoda,E5,60 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Omoda%20E5.pdf
Maritano Ebensperger,Honda,CR-V,Advance Hybrid HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Honda%20CR-V.pdf
