automotora,marca,modelo,version,url_modelo
Dumay,Suzuki,Grand Vitara,GL MT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Grand%20Vitara.pdf
Dumay,Suzuki,XL7,GLX AT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20XL7.pdf
Dumay,Suzuki,Grand Vitara,GLX AT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Grand%20Vitara.pdf
Dumay,Suzuki,Grand Vitara,GLX MT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Grand%20Vitara.pdf
Dumay,Suzuki,Fronx,GLX MT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Fronx.pdf
Dumay,Suzuki,Grand Vitara,Limited AT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Grand%20Vitara.pdf
Dumay,Suzuki,XL7,GLX MT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20XL7.pdf
Dumay,Renault,Kwid,e-tech 26.8 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Renault%20Kwid%20e-tech%2026.8%20kWh.pdf
Dumay,Renault,Arkana,Intens MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Renault%20Arkana.pdf
Dumay,Renault,Arkana,Alpine MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Renault%20Arkana.pdf
Dumay,Renault,Koleos,E-Tech HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Renault%20Koleos%20E-Tech.pdf
Dumay,JAC,Ignite30X,41 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/JAC%20Ignite30X.pdf
Dumay,JAC,EJS4,55 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/JAC%20EJS4.pdf
Dumay,JAC,EJS1,31.4 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/JAC%20EJS1.pdf
Dumay,Mazda,CX-60,Premium Sport D MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Mazda%20CX-60.pdf
Dumay,Mazda,CX-60,Premium Sport G MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Mazda%20CX-60.pdf
Dumay,Mazda,CX-60,Signature PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Mazda%20CX-60.pdf
Dumay,Mazda,CX-90,Premium MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Mazda%CX-90.pdf
Dumay,Mazda,CX-90,Signature MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Mazda%CX-90.pdf
Dumay,GWM,Haval H6,Deluxe HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/GWM%20Haval%20H6.pdf
Dumay,GWM,Haval H7,Deluxe HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/GWM%20Haval%20H7.pdf
Dumay,GWM,Haval Jolion,Elite HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/GWM%20Haval%20Jolion.pdf
Dumay,GWM,Haval Jolion Pro,Deluxe HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/GWM%20Haval%20Jolion%20Pro.pdf
Dumay,GWM,ORA 03,SR 48 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/GWM%20ORA%2003.pdf
Dumay,GWM,Poer,P500 PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/GWM-POER%20500%20Ficha%20Tecnica.pdf
Dumay,GWM,Haval Jolion,Deluxe HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/GWM%20Haval%20Jolion.pdf
Dumay,GWM,Haval H6,Elite HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/GWM%20Haval%20H6.pdf
Dumay,GWM,ORA 03,GT 59 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/GWM%ORA%03.pdf
Dumay,Suzuki,Fronx,GL MT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Fronx.pdf
Dumay,Suzuki,Fronx,GLX AT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Fronx.pdf
Dumay,Suzuki,Swift,GLX MT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Swift.pdf
Dumay,Suzuki,Swift,GL MT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Swift.pdf
Dumay,Suzuki,Fronx,GL AT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Fronx.pdf
Dumay,Suzuki,Grand Vitara,GL AT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Grand%20Vitara.pdf
Dumay,Suzuki,Swift,GL AT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Swift.pdf
Dumay,Suzuki,Swift,GLX AT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Swift.pdf
Dumay,Suzuki,Grand Vitara,GL MT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Grand%20Vitara.pdf
Dumay,Suzuki,XL7,GLX AT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20XL7.pdf
Dumay,Suzuki,Grand Vitara,GLX AT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Grand%20Vitara.pdf
Dumay,Suzuki,Grand Vitara,GLX MT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Grand%20Vitara.pdf
Dumay,Suzuki,Fronx,GLX MT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Fronx.pdf
Dumay,Suzuki,Grand Vitara,Limited AT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Grand%20Vitara.pdf
Dumay,Suzuki,XL7,GLX MT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20XL7.pdf
Dumay,Renault,Kwid,e-tech 26.8 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Renault%20Kwid%20e-tech%2026.8%20kWh.pdf
Dumay,Renault,Arkana,Intens MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Renault%20Arkana.pdf
Dumay,Renault,Arkana,Alpine MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Renault%20Arkana.pdf
Dumay,Renault,Koleos,E-Tech HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Renault%20Koleos%20E-Tech.pdf
Dumay,JAC,Ignite30X,41 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/JAC%20Ignite30X.pdf
Dumay,JAC,EJS4,55 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/JAC%20EJS4.pdf
Dumay,JAC,EJS1,31.4 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/JAC%20EJS1.pdf
Dumay,Mazda,CX-60,Premium Sport D MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Mazda%20CX-60.pdf
Dumay,Mazda,CX-60,Premium Sport G MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Mazda%20CX-60.pdf
Dumay,Mazda,CX-60,Signature PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Mazda%20CX-60.pdf
Dumay,Mazda,CX-90,Premium MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Mazda%CX-90.pdf
Dumay,Mazda,CX-90,Signature MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Mazda%CX-90.pdf
Dumay,GWM,Haval H6,Deluxe HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/GWM%20Haval%20H6.pdf
Dumay,GWM,Haval H7,Deluxe HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/GWM%20Haval%20H7.pdf
Dumay,GWM,Haval Jolion,Elite HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/GWM%20Haval%20Jolion.pdf
Dumay,GWM,Haval Jolion Pro,Deluxe HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/GWM%20Haval%20Jolion%20Pro.pdf
Dumay,GWM,ORA 03,SR 48 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/GWM%20ORA%2003.pdf
Dumay,GWM,Poer,P500 PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/GWM-POER%20500%20Ficha%20Tecnica.pdf
Dumay,GWM,Haval Jolion,Deluxe HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/GWM%20Haval%20Jolion.pdf
Dumay,GWM,Haval H6,Elite HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/GWM%20Haval%20H6.pdf
Dumay,GWM,ORA 03,GT 59 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/GWM%ORA%03.pdf
Dumay,Suzuki,Fronx,GL MT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Fronx.pdf
Dumay,Suzuki,Fronx,GLX AT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Fronx.pdf
Dumay,Suzuki,Swift,GLX MT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Swift.pdf
Dumay,Suzuki,Swift,GL MT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Swift.pdf
Dumay,Suzuki,Fronx,GL AT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Fronx.pdf
Dumay,Suzuki,Grand Vitara,GL AT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Grand%20Vitara.pdf
Dumay,Suzuki,Swift,GL AT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Swift.pdf
Dumay,Suzuki,Swift,GLX AT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Swift.pdf
Dumay,Suzuki,Grand Vitara,GL MT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Grand%20Vitara.pdf
Dumay,Suzuki,XL7,GLX AT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20XL7.pdf
Dumay,Suzuki,Grand Vitara,GLX AT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Grand%20Vitara.pdf
Dumay,Suzuki,Grand Vitara,GLX MT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Grand%20Vitara.pdf
Dumay,Suzuki,Fronx,GLX MT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Fronx.pdf
Dumay,Suzuki,Grand Vitara,Limited AT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20Grand%20Vitara.pdf
Dumay,Suzuki,XL7,GLX MT MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Suzuki%20XL7.pdf
Dumay,Renault,Kwid,e-tech 26.8 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Renault%20Kwid%20e-tech%2026.8%20kWh.pdf
Dumay,Renault,Arkana,Intens MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Renault%20Arkana.pdf
Dumay,Renault,Arkana,Alpine MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Renault%20Arkana.pdf
Dumay,Renault,Koleos,E-Tech HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Renault%20Koleos%20E-Tech.pdf
Dumay,JAC,Ignite30X,41 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/JAC%20Ignite30X.pdf
Dumay,JAC,EJS4,55 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/JAC%20EJS4.pdf
Dumay,JAC,EJS1,31.4 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/JAC%20EJS1.pdf
Dumay,Mazda,CX-60,Premium Sport D MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Mazda%20CX-60.pdf
Dumay,Mazda,CX-60,Premium Sport G MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Mazda%20CX-60.pdf
Dumay,Mazda,CX-60,Signature PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Mazda%20CX-60.pdf
Dumay,Mazda,CX-90,Premium MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Mazda%CX-90.pdf
Dumay,Mazda,CX-90,Signature MHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Mazda%CX-90.pdf
Forcenter,MG,Marvel R,DLX 72 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20Marvel.pdf
Forcenter,MG,Cyberster,AWD 77 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20Cyberster.pdf
Forcenter,MG,ZS,DLX 72 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20ZS.pdf
Forcenter,MG,Cyberster,RWD 77 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20Cyberster.pdf
Forcenter,MG,MG3,HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20MG3%20.pdf
Forcenter,MG,MG4,DLX 64 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20MG4.pdf
Forcenter,MG,MG4,DLX LR 77 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20MG4.pdf
Forcenter,MG,MG4,STD 51 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20MG4.pdf
Forcenter,MG,MG4,XPOWER 64 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20MG4.pdf
Forcenter,MG,ZS,DLX 51 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20ZS.pdf
Forcenter,MG,ZS,HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20SZ%20HEV.pdf
Forcenter,JMC,Vigus,60 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/JMC%20Vigus.pdf
Forcenter,Omoda,E5,60 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Omoda%20E5.pdf
Forcenter,Jaecoo,J6,PATAGONIA 70 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Jaecoo%20J6.pdf
Forcenter,Jaecoo,J7,SHS PATAGONIA PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Jaecoo%20J7%20SHS.pdf
Forcenter,Jaecoo,J6,ANDES 66 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Jaecoo%20J6.pdf
Forcenter,Jaecoo,J7,SHS ANDES PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Jaecoo%20J7%20SHS.pdf
Forcenter,Ford,Escape,Platinum HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ford%20Escape.pdf
Forcenter,Ford,Maverick,Lariat 4x2 HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ford%20Maverick.pdf
Forcenter,Ford,Escape,ST HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ford%20Escape.pdf
Forcenter,Ford,Maverick,Lariat 4x4 HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ford%20Maverick.pdf
Forcenter,Ford,F-150,Platinum 4x4 HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ford%20F-150.pdf
Forcenter,MG,Marvel R,DLX 72 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20Marvel.pdf
Forcenter,MG,Cyberster,AWD 77 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20Cyberster.pdf
Forcenter,MG,ZS,DLX 72 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20ZS.pdf
Forcenter,MG,Cyberster,RWD 77 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20Cyberster.pdf
Forcenter,MG,MG3,HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20MG3%20.pdf
Forcenter,MG,MG4,DLX 64 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20MG4.pdf
Forcenter,MG,MG4,DLX LR 77 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20MG4.pdf
Forcenter,MG,MG4,STD 51 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20MG4.pdf
Forcenter,MG,MG4,XPOWER 64 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20MG4.pdf
Forcenter,MG,ZS,DLX 51 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20ZS.pdf
Forcenter,MG,ZS,HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20SZ%20HEV.pdf
Forcenter,JMC,Vigus,60 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/JMC%20Vigus.pdf
Forcenter,Omoda,E5,60 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Omoda%20E5.pdf
Forcenter,Jaecoo,J6,PATAGONIA 70 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Jaecoo%20J6.pdf
Forcenter,Jaecoo,J7,SHS PATAGONIA PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Jaecoo%20J7%20SHS.pdf
Forcenter,Jaecoo,J6,ANDES 66 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Jaecoo%20J6.pdf
Forcenter,Jaecoo,J7,SHS ANDES PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Jaecoo%20J7%20SHS.pdf
Forcenter,Ford,Escape,Platinum HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ford%20Escape.pdf
Forcenter,Ford,Maverick,Lariat 4x2 HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ford%20Maverick.pdf
Forcenter,Ford,Escape,ST HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ford%20Escape.pdf
Forcenter,Ford,Maverick,Lariat 4x4 HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ford%20Maverick.pdf
Forcenter,Ford,F-150,Platinum 4x4 HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ford%20F-150.pdf
Forcenter,MG,Marvel R,DLX 72 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20Marvel.pdf
Forcenter,MG,Cyberster,AWD 77 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20Cyberster.pdf
Forcenter,MG,ZS,DLX 72 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20ZS.pdf
Forcenter,MG,Cyberster,RWD 77 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20Cyberster.pdf
Forcenter,MG,MG3,HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20MG3%20.pdf
Forcenter,MG,MG4,DLX 64 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20MG4.pdf
Forcenter,MG,MG4,DLX LR 77 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20MG4.pdf
Forcenter,MG,MG4,STD 51 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20MG4.pdf
Forcenter,MG,MG4,XPOWER 64 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20MG4.pdf
Forcenter,MG,ZS,DLX 51 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20ZS.pdf
Forcenter,MG,ZS,HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20SZ%20HEV.pdf
Forcenter,JMC,Vigus,60 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/JMC%20Vigus.pdf
Forcenter,Omoda,E5,60 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Omoda%20E5.pdf
Forcenter,Jaecoo,J6,PATAGONIA 70 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Jaecoo%20J6.pdf
Forcenter,Jaecoo,J7,SHS PATAGONIA PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Jaecoo%20J7%20SHS.pdf
Forcenter,Jaecoo,J6,ANDES 66 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Jaecoo%20J6.pdf
Forcenter,Jaecoo,J7,SHS ANDES PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Jaecoo%20J7%20SHS.pdf
Forcenter,Ford,Escape,Platinum HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ford%20Escape.pdf
Forcenter,Ford,Maverick,Lariat 4x2 HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ford%20Maverick.pdf
Forcenter,Ford,Escape,ST HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ford%20Escape.pdf
Forcenter,Ford,Maverick,Lariat 4x4 HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ford%20Maverick.pdf
Forcenter,Ford,F-150,Platinum 4x4 HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ford%20F-150.pdf
Forcenter,MG,Marvel R,DLX 72 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20Marvel.pdf
Forcenter,MG,Cyberster,AWD 77 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20Cyberster.pdf
Forcenter,MG,ZS,DLX 72 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20ZS.pdf
Forcenter,MG,Cyberster,RWD 77 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20Cyberster.pdf
Forcenter,MG,MG3,HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20MG3%20.pdf
Forcenter,MG,MG4,DLX 64 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20MG4.pdf
Forcenter,MG,MG4,DLX LR 77 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20MG4.pdf
Forcenter,MG,MG4,STD 51 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20MG4.pdf
Forcenter,MG,MG4,XPOWER 64 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20MG4.pdf
Forcenter,MG,ZS,DLX 51 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20ZS.pdf
Forcenter,MG,ZS,HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20SZ%20HEV.pdf
Forcenter,JMC,Vigus,60 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/JMC%20Vigus.pdf
Forcenter,Omoda,E5,60 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Omoda%20E5.pdf
Forcenter,Jaecoo,J6,PATAGONIA 70 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Jaecoo%20J6.pdf
Forcenter,Jaecoo,J7,SHS PATAGONIA PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Jaecoo%20J7%20SHS.pdf
Forcenter,Jaecoo,J6,ANDES 66 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Jaecoo%20J6.pdf
Forcenter,Jaecoo,J7,SHS ANDES PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Jaecoo%20J7%20SHS.pdf
Forcenter,Ford,Escape,Platinum HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ford%20Escape.pdf
Forcenter,Ford,Maverick,Lariat 4x2 HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ford%20Maverick.pdf
Forcenter,Ford,Escape,ST HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ford%20Escape.pdf
Forcenter,Ford,Maverick,Lariat 4x4 HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ford%20Maverick.pdf
Forcenter,Ford,F-150,Platinum 4x4 HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ford%20F-150.pdf
Forcenter,MG,Marvel R,DLX 72 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20Marvel.pdf
Forcenter,MG,Cyberster,AWD 77 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20Cyberster.pdf
Forcenter,MG,ZS,DLX 72 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20ZS.pdf
Forcenter,MG,Cyberster,RWD 77 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20Cyberster.pdf
Forcenter,MG,MG3,HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20MG3%20.pdf
Forcenter,MG,MG4,DLX 64 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20MG4.pdf
Forcenter,MG,MG4,DLX LR 77 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20MG4.pdf
Forcenter,MG,MG4,STD 51 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20MG4.pdf
Forcenter,MG,MG4,XPOWER 64 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20MG4.pdf
Forcenter,MG,ZS,DLX 51 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20ZS.pdf
Forcenter,MG,ZS,HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20SZ%20HEV.pdf
Forcenter,JMC,Vigus,60 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/JMC%20Vigus.pdf
Forcenter,Omoda,E5,60 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Omoda%20E5.pdf
Forcenter,Jaecoo,J6,PATAGONIA 70 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Jaecoo%20J6.pdf
Forcenter,Jaecoo,J7,SHS PATAGONIA PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Jaecoo%20J7%20SHS.pdf
Forcenter,Jaecoo,J6,ANDES 66 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Jaecoo%20J6.pdf
Forcenter,Jaecoo,J7,SHS ANDES PHEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Jaecoo%20J7%20SHS.pdf
Forcenter,Ford,Escape,Platinum HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ford%20Escape.pdf
Forcenter,Ford,Maverick,Lariat 4x2 HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ford%20Maverick.pdf
Forcenter,Ford,Escape,ST HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ford%20Escape.pdf
Forcenter,Ford,Maverick,Lariat 4x4 HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ford%20Maverick.pdf
Forcenter,Ford,F-150,Platinum 4x4 HEV,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Ford%20F-150.pdf
Forcenter,MG,Marvel R,DLX 72 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/MG%20Marvel.pdf
