marca,modelo,version,url_modelo
Mercedes Benz,EQS,350 96 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Mercedes%20EQS.pdf
Mercedes Benz,EQA,350 4MATIC 70.5 kWh,https://storage.googleapis.com/autovolt-images/fichas_tecnicas/Mercedes%20EQA.pdf
